1.7611,1.5698,2.7755,3.7919,2.1578,1.9061,2.7379,0.61749,2.4172,3.1023,2.7532,3.5167,1.8509,2.9118,2.5957,2.8996,1.6304,2.977,1.155,2.1273,4.9566,2.8396,2.5223,4.9508
1.4467,1.4384,2.6529,3.5732,2.1166,2.0079,2.6307,0.58748,2.2293,3.167,2.9349,3.376,1.688,2.7793,2.5211,2.7857,1.8584,2.8527,0.83747,1.9943,4.8519,1.9584,2.3482,3.641
1.4744,1.488,2.6652,3.6165,1.6207,1.9493,2.5976,0.70421,2.1752,3.2489,3.0506,3.4104,1.614,2.8421,2.5615,2.8489,2.086,2.7892,0.69664,2.0097,4.8589,2.1052,2.3087,5.4604
1.8262,1.5324,2.6954,3.7292,1.8046,1.7297,2.5088,0.66382,2.2223,3.0131,2.6762,3.3458,1.6969,2.871,2.5514,2.8344,1.7817,2.8039,1.1165,2.019,4.6813,3.1246,2.3158,8.5647
1.7998,1.5586,2.7006,3.7283,1.7235,1.749,2.5763,0.68394,2.2763,3.0288,2.6956,3.3996,1.7273,2.8764,2.5482,2.8522,1.744,2.8214,1.0811,2.0572,4.746,3.0713,2.3797,7.42
1.693,1.5287,2.6257,3.6009,1.7694,1.7562,2.6126,0.64374,2.3082,2.9356,2.6058,3.3647,1.7498,2.7755,2.4551,2.7696,1.5533,2.7925,1.0521,2.045,4.7023,2.8258,2.4169,4.794
1.8014,1.5087,2.6008,3.6028,1.7216,1.6384,2.4713,0.64214,2.2132,2.8513,2.4973,3.259,1.6907,2.7651,2.441,2.7345,1.5778,2.7223,1.1391,1.9849,4.5308,3.1603,2.3042,7.4403
1.8166,1.5084,2.6183,3.6288,1.7572,1.6489,2.4634,0.64149,2.2045,2.8757,2.5222,3.2636,1.6869,2.7847,2.4626,2.7498,1.6201,2.7346,1.1481,1.9837,4.5438,3.1788,2.2934,7.9345
1.82,1.6095,2.6267,3.6157,1.7868,1.6664,2.754,0.63181,2.5111,2.7565,2.3341,3.4437,1.9136,2.7561,2.3921,2.7607,1.1135,2.8489,1.266,2.1471,4.7317,3.272,2.6178,2.4431
1.9526,1.6545,2.6731,3.7097,1.6956,1.6052,2.7391,0.66791,2.5239,2.7585,2.3059,3.4725,1.926,2.8225,2.4372,2.8129,1.1425,2.8633,1.349,2.1747,4.7356,3.6485,2.6246,4.2355
1.8293,1.6067,2.6252,3.6144,1.8223,1.661,2.7506,0.62282,2.5139,2.7415,2.3125,3.4366,1.9193,2.7514,2.3877,2.7543,1.0889,2.8511,1.2882,2.1448,4.7214,3.2964,2.6182,2.4468
1.8922,1.6028,2.6643,3.6664,2.1376,1.687,2.7728,0.56619,2.5606,2.721,2.2545,3.4477,1.9796,2.769,2.4099,2.7621,0.99149,2.922,1.4305,2.1569,4.7515,3.403,2.6516,2.466
1.7868,1.7725,2.6309,3.6501,0.56116,1.5766,2.8721,0.9082,2.5592,2.9021,2.5505,3.6347,1.8555,2.8547,2.4208,2.8979,1.3715,2.7467,0.89757,2.2752,4.8781,3.4108,2.722,2.2288
1.7527,1.7194,2.5437,3.5448,0.37383,1.4868,2.7239,0.91623,2.4204,2.8288,2.5012,3.4966,1.7448,2.7812,2.357,2.8165,1.4406,2.6167,0.82692,2.1839,4.6797,3.3886,2.5785,3.5432
1.7331,1.7349,2.5886,3.5994,0.35032,1.5481,2.758,0.94158,2.4258,2.9349,2.63,3.5551,1.7405,2.8353,2.4135,2.8733,1.5744,2.6532,0.76538,2.2069,4.7782,3.2882,2.5911,3.7705
1.7103,1.7347,2.5805,3.5876,0.26484,1.5482,2.7515,0.95831,2.409,2.9516,2.6608,3.5539,1.7203,2.8338,2.4122,2.8746,1.6191,2.6353,0.71713,2.2026,4.7761,3.2378,2.5784,3.8094
1.7475,1.7174,2.6303,3.6467,0.64427,1.6113,2.7697,0.89318,2.4389,2.9719,2.6568,3.5661,1.7691,2.8599,2.4525,2.8901,1.5826,2.7184,0.83548,2.2057,4.8289,3.238,2.5952,3.9336
1.8017,1.7112,2.5521,3.5602,0.55305,1.4762,2.7152,0.87783,2.4365,2.7838,2.4277,3.4787,1.7741,2.7765,2.3542,2.8034,1.3555,2.6411,0.92905,2.1794,4.657,3.5005,2.5838,3.7275
1.7965,1.6298,2.6654,3.6731,1.5449,1.7008,2.7412,0.70478,2.4573,2.9018,2.5268,3.4894,1.8501,2.8275,2.4626,2.8326,1.3877,2.8384,1.1217,2.1542,4.8032,3.1885,2.5762,3.8134
1.853,1.5803,2.6168,3.6152,1.8259,1.632,2.6622,0.61934,2.4343,2.7407,2.3179,3.375,1.8646,2.7515,2.3959,2.7409,1.1825,2.8148,1.2919,2.0981,4.6438,3.3511,2.5304,4.0541
