4.2369,1.5637,1.6317,0.18514,1.3945,1.7631,1.6464,2.5996,2.1087,1.5435,0.71052,0.21655,1.6177,0.22164,0.75765,0.90209,1.2668,0.3246,3.0577,1.091,2.6308,1.3521,2.2531,0.51992
4.3135,1.6748,1.7283,0.17021,1.3761,3.6813,1.8017,1.9393,2.6042,1.8992,0.11566,0.020985,1.0415,0.10363,1.4622,1.3535,0.85132,0.12117,2.8536,1.4715,2.0775,2.3619,1.7132,0.30588
4.1013,1.66,1.9032,0.1491,1.4939,2.0724,1.5323,2.2878,3.0213,1.8266,0.22126,-0.019326,2.391,0.8606,1.6747,0.5024,0.94021,-0.010239,2.4835,0.97027,1.3848,1.4819,1.2294,1.0282
4.363,1.5445,1.7896,0.15303,1.8986,1.6137,1.6936,2.4519,2.8586,1.6798,0.50242,0.18473,2.0501,0.66063,1.0219,0.63477,0.8707,0.13297,2.6484,0.86542,2.0197,1.3715,1.3697,0.94284
3.3374,1.495,1.8074,0.30497,2.0656,2.6161,1.4154,2.4045,3.078,1.7597,0.44588,0.34322,2.088,0.43836,0.8587,0.25896,2.2842,-0.016269,2.6125,1.115,1.9342,0.76171,0.17855,0.97614
3.2514,1.5445,1.5884,0.20262,2.0284,1.934,1.6302,2.3884,2.965,1.6266,0.61722,0.10979,2.2815,0.36631,1.291,0.61809,2.8623,-0.0039722,2.4865,1.2671,1.9646,0.5738,0.42958,0.78019
1.8591,1.6726,1.3967,0.45498,2.0439,2.3326,1.2105,2.5384,1.5844,1.5109,0.60172,-0.014751,2.3781,0.030933,0.75393,-0.15663,2.8581,0.10547,2.4016,1.0885,1.9092,0.052313,0.96996,0.48397
2.4767,1.5924,1.5735,0.40362,1.9848,3.0261,1.2908,2.5554,2.2815,1.6444,0.65218,0.30922,1.9189,-0.097112,0.74129,0.30397,3.3868,0.09205,2.8089,1.4187,2.3472,0.33542,0.59333,0.52273
2.7001,1.5137,1.201,-0.12358,1.6574,1.813,1.1608,2.275,2.5066,1.2706,0.97205,0.28603,1.7828,-0.14894,2.6538,1.7268,4.374,0.082959,2.436,1.9031,1.9927,0.40772,1.4083,0.20993
1.702,1.4002,1.1978,0.29495,1.7068,1.856,1.0277,2.2648,1.7232,1.2599,0.69843,0.12045,2.0679,-0.024228,0.9708,0.19527,3.3477,0.07155,2.1861,1.1826,1.8035,-0.14923,0.6729,0.42934
1.5866,1.4312,1.4769,0.31632,1.5172,3.6121,0.83059,1.9475,2.5458,1.6013,0.29386,0.24543,1.8537,-0.017424,1.5304,0.29316,3.8813,-0.16009,2.2238,1.5878,1.3576,0.2303,-0.29798,0.54341
1.8213,1.5423,1.3102,0.47808,1.4655,2.144,1.5105,2.2958,1.9166,1.4958,0.53254,-0.25583,2.4467,0.058999,0.58871,-0.10765,3.502,14353e-8,2.3614,1.2301,1.9158,-0.13158,0.21975,0.46613
1.2655,1.6985,1.3823,0.19164,1.8876,2.028,0.34644,2.3959,1.4559,1.3519,0.50888,0.10741,2.7193,0.33386,2.2877,-0.07817,2.7354,0.0083498,1.8394,1.0515,0.76057,-0.027219,1.5496,0.6328
1.1182,1.9115,1.1145,0.29678,4.8458,2.7063,1.2427,2.2712,1.7017,1.5365,0.56915,0.036896,2.3357,-0.13676,1.8273,0.18364,2.4061,-0.020619,1.3222,0.97277,1.1928,0.22468,0.58154,0.34308
1.5301,1.7021,1.0854,0.09718,5.7352,1.7605,1.3384,2.1693,2.582,1.4228,0.71773,0.28163,2.4238,0.15577,2.0517,0.42179,2.3506,-0.12219,0.89592,0.77366,0.99852,0.075913,-0.23998,0.69913
1.669,2.0218,1.3995,0.35748,5.4532,3.4725,1.3138,2.3255,2.0441,1.8095,0.36588,0.19037,2.2028,-0.0014833,1.6661,0.050277,1.371,-0.033895,1.4197,0.81746,1.1685,0.79989,0.51598,0.54483
2.1711,1.8987,1.0813,0.14447,5.6814,0.98406,1.7687,2.3509,2.0193,1.4479,0.70538,-0.10582,2.6989,0.33498,1.7621,0.30094,0.93333,0.031391,0.98079,0.42664,1.151,0.48649,0.86623,0.63079
2.1008,1.8738,1.1824,0.41626,5.5655,2.1055,2.0875,2.3116,2.1282,1.6663,0.55098,-0.1332,2.373,0.072674,0.71543,-0.011294,1.2381,0.0089545,1.3538,0.55138,1.6777,0.52487,0.046319,0.54971
1.9031,1.8852,1.2773,0.14627,5.5069,2.0106,1.1667,2.3872,2.0575,1.5296,0.60619,0.28014,2.4296,0.25981,2.0222,0.22311,1.1132,0.011431,1.1474,0.57459,0.97829,0.57088,0.90849,0.70717
1.7614,1.2701,0.95385,0.17886,5.45,1.1877,1.1942,1.9602,1.9279,1.1279,0.68125,0.53763,1.5987,0.13441,0.52096,0.021189,0.56272,0.057008,0.84203,0.1305,1.3181,0.24641,-0.088739,0.72493
2.3798,1.2716,1.4086,0.010135,5.7231,2.5075,0.5542,2.054,2.7746,1.3634,0.58656,1.2724,1.1406,0.23324,1.3219,0.41071,0.4112,0.0079906,1.1327,0.37021,1.1322,0.85365,-0.036199,1.0402
1.9015,1.2114,1.5819,-0.0018122,5.5237,2.9862,-0.27156,2.2665,2.6447,1.3158,0.64174,1.762,1.0963,0.23189,1.5308,0.13036,0.76583,0.024396,1.2739,0.39091,0.94111,0.55774,0.14459,1.2236
